exit_bar,entry_bar,side,entry_price,exit_price,reward_pips,duration,forced,sl_forced,tp_forced
4,0,LONG,3083.741,3107.138,233.96999999999935,5,True,False,True
6,5,SHORT,3124.523,3119.48,50.4300000000012,2,False,False,False
10,6,LONG,3119.48,3146.028,265.47999999999774,5,True,False,True
12,11,SHORT,3127.638,3130.319,-26.8100000000004,2,False,False,False
13,12,LONG,3130.319,3113.725,-165.9400000000005,2,True,True,False
16,14,LONG,3118.723,3125.489,67.66000000000076,3,False,False,False
19,16,SHORT,3125.489,3125.883,-3.939999999997781,4,False,False,False
21,19,LONG,3125.883,3162.709,368.2600000000002,3,True,False,True
24,22,SHORT,3148.066,3093.188,548.779999999997,3,True,False,True
26,25,SHORT,3110.521,3107.593,29.280000000003383,2,False,False,False
28,26,LONG,3107.593,3098.409,-91.83999999999742,3,False,False,False
30,28,SHORT,3098.409,3110.242,-118.33000000000084,3,True,True,False
32,31,LONG,3021.951,3036.427,144.76000000000113,2,False,False,False
33,32,SHORT,3036.427,3038.506,-20.789999999997235,2,False,False,False
34,33,LONG,3038.506,2999.944,-385.619999999999,2,True,True,False
36,35,SHORT,3018.922,3018.569,3.530000000000655,2,False,False,False
37,36,LONG,3018.569,3031.27,127.01000000000022,2,False,False,False
38,37,SHORT,3031.27,2987.558,437.1199999999999,2,True,False,True
41,39,LONG,2976.636,2994.741,181.05000000000018,3,False,False,False
43,41,SHORT,2994.741,3017.379,-226.3799999999992,3,True,True,False
45,44,SHORT,3001.545,2984.959,165.8600000000024,2,False,False,False
47,45,LONG,2984.959,3004.464,195.0500000000011,3,False,False,False
48,47,SHORT,3004.464,3041.091,-366.2699999999995,2,True,True,False
51,49,LONG,3066.596,3093.574,269.78000000000065,3,True,False,True
53,52,LONG,3086.784,3125.406,386.21999999999844,2,True,False,True
55,54,SHORT,3108.703,3124.648,-159.45000000000164,2,True,True,False
58,56,LONG,3157.924,3188.972,310.4800000000023,3,True,False,True
62,59,SHORT,3217.686,3240.577,-228.91000000000076,4,True,True,False
64,63,SHORT,3231.084,3237.519,-64.34999999999945,2,False,False,False
65,64,LONG,3237.519,3223.733,-137.85999999999603,2,True,True,False
68,66,SHORT,3232.39,3223.359,90.30999999999949,3,False,False,False
69,68,LONG,3223.359,3198.051,-253.07999999999993,2,True,True,False
72,70,LONG,3212.699,3228.304,156.05000000000018,3,False,False,False
74,72,SHORT,3228.304,3220.164,81.39999999999873,3,False,False,False
75,74,LONG,3220.164,3221.371,12.0699999999988,2,False,False,False
76,75,SHORT,3221.371,3229.793,-84.22000000000025,2,False,False,False
77,76,LONG,3229.793,3251.78,219.8700000000008,2,True,False,True
79,78,SHORT,3281.401,3300.482,-190.8100000000013,2,True,True,False
82,80,LONG,3306.842,3336.694,298.5199999999986,3,True,False,True
84,83,LONG,3350.133,3344.529,-56.039999999998145,2,False,False,False
85,84,SHORT,3344.529,3323.323,212.0600000000013,2,True,False,True
87,86,SHORT,3327.371,3296.431,309.40000000000055,2,True,False,True
90,88,LONG,3320.746,3348.078,273.3199999999988,3,True,False,True
93,91,SHORT,3382.472,3404.443,-219.71000000000004,3,True,True,False
97,94,LONG,3422.941,3487.777,648.3600000000024,4,True,False,True
99,98,SHORT,3468.67,3456.705,119.65000000000146,2,False,False,False
100,99,LONG,3456.705,3417.721,-389.83999999999924,2,True,True,False
102,101,LONG,3374.789,3336.561,-382.28000000000065,2,True,True,False
